EvalNumber,Fitness,TimeElapsed,initialGrass,initialBunny,initialFox,bunnyStart,bunnyFood,bunnyCooldown,bunnyFed,bunnyChildren,bunnyLiveLength,foxStart,foxCooldown,foxFed,foxChildren,foxLiveLength,grassFood,grassCooldown,grassChildren,grassLiveLength
906,53,1.0606,49,42,15,49,48,1,17,4,47,41,17,44,3,49,45,1,3,31
907,48,0.6143,49,46,20,49,47,4,11,4,49,28,9,38,3,49,46,4,3,39
908,14,0.3569,47,38,16,46,49,2,18,4,49,40,18,44,2,46,35,8,3,29
909,176,2.3955,49,45,18,49,46,1,14,3,44,42,7,43,3,49,49,1,3,29
910,122,1.5197,49,39,17,48,47,3,8,4,49,47,16,42,3,46,49,1,3,30
911,90,0.7277,49,34,14,49,46,4,14,3,49,37,8,33,4,47,37,2,3,31
912,71,0.5993,42,31,13,48,49,6,12,4,47,48,14,36,3,49,46,5,3,30
913,42,0.587,41,34,19,49,49,1,10,4,43,40,23,44,3,49,29,2,2,32
914,74,0.9597,44,39,18,45,49,4,17,4,44,40,14,41,3,49,37,4,3,35
915,88,1.6093,45,43,20,48,49,1,7,3,49,39,19,37,3,48,42,1,3,27
916,72,1.0796,49,48,18,42,48,2,19,4,47,42,14,36,4,48,37,5,3,34
917,89,1.7355,47,40,21,49,49,1,15,3,48,48,20,45,3,49,49,2,3,29
918,121,1.3659,49,44,22,49,49,2,10,4,45,45,15,41,3,45,47,3,4,24
919,75,0.9226,49,40,21,38,48,2,11,4,49,39,23,34,3,46,39,2,3,30
920,61,0.47,42,40,18,48,49,6,11,3,48,43,19,41,3,48,43,6,3,30
921,66,0.6394,49,42,17,49,49,7,15,4,36,45,7,40,3,45,45,2,4,22
922,59,0.514,48,49,15,48,45,9,7,4,42,43,9,34,2,47,49,3,4,25
923,99,1.2508,42,41,6,40,49,2,15,4,40,49,14,43,3,49,47,1,4,28
924,114,0.8219,49,44,14,48,48,7,16,4,43,43,12,35,3,48,47,2,4,33
925,79,1.2119,48,39,17,49,49,2,5,3,48,32,13,37,3,44,42,4,3,29
926,65,0.699,49,37,17,49,47,6,11,4,44,42,14,48,3,48,48,4,3,27
927,55,0.4706,49,48,15,48,49,8,21,3,45,33,13,42,3,49,46,6,4,14
928,63,0.4919,49,40,24,49,49,8,16,4,47,38,13,34,3,49,46,2,3,30
929,62,0.6902,47,37,22,42,49,3,9,3,49,41,13,46,3,49,49,5,4,30
930,144,1.8271,49,48,13,48,47,2,4,3,46,37,8,34,4,47,48,1,3,28
931,106,1.3111,44,41,20,45,49,2,6,4,46,43,11,46,3,49,40,2,3,22
932,197,2.5303,49,36,11,45,47,2,13,4,48,46,12,36,3,49,39,1,3,42
933,135,1.8558,49,48,19,49,49,3,16,3,41,39,14,37,3,49,49,2,3,27
934,113,1.2424,49,41,18,46,49,4,13,4,44,39,12,41,3,48,48,2,3,27
935,52,0.6728,47,37,20,49,45,3,14,4,45,37,9,49,4,48,46,6,3,20
936,58,0.7593,43,43,12,44,49,6,11,4,46,33,4,38,3,49,45,2,3,24
937,32,0.1764,48,39,24,45,49,8,9,3,48,47,11,45,3,48,49,4,4,25
938,91,0.6892,49,41,18,44,45,8,14,3,45,44,11,49,3,49,49,1,3,30
939,191,2.92,48,48,11,44,47,3,8,3,45,42,14,35,3,49,44,1,3,31
940,102,0.8084,49,36,18,46,49,5,5,4,49,49,14,40,3,49,49,2,3,24
941,149,2.2967,44,41,19,45,46,3,10,4,44,46,20,37,2,49,34,4,3,35
942,53,0.5034,49,45,19,44,47,6,13,3,42,43,12,32,3,46,42,3,3,33
943,91,1.2889,48,43,11,46,49,4,14,3,47,37,17,40,3,46,42,2,3,38
944,154,2.2541,49,37,20,49,49,3,3,4,49,42,15,41,3,46,45,1,3,25
945,34,0.5849,49,47,14,43,49,1,8,3,46,49,7,33,3,49,42,5,3,32
946,106,0.9263,49,49,13,49,48,6,21,4,49,39,13,37,4,49,46,2,3,32
947,127,1.1624,49,49,14,45,49,6,7,3,40,41,6,35,3,49,49,1,3,32
948,60,0.7064,48,47,14,32,49,3,17,3,37,49,12,35,4,47,42,4,3,32
949,121,1.4083,49,48,16,48,47,6,11,3,43,44,10,37,3,49,49,1,3,28
950,96,0.7813,49,48,18,42,48,6,11,3,46,46,12,35,3,44,49,2,4,29
951,95,1.4036,46,36,15,48,44,2,9,4,44,47,9,36,3,49,48,2,3,30
952,68,0.9109,49,36,17,49,49,3,12,4,43,45,12,35,3,49,49,5,3,30
953,50,0.4123,41,41,13,49,49,6,16,4,40,47,10,33,4,49,46,3,3,31
954,86,0.9575,49,39,14,42,46,4,12,3,46,48,17,40,3,49,49,5,2,33
955,46,0.4925,48,44,16,49,48,5,18,3,49,41,8,24,3,49,45,3,4,31
956,102,1.1023,48,43,14,42,49,4,23,4,41,35,17,42,2,49,46,1,4,21
957,81,1.2478,49,49,10,44,47,3,13,3,39,49,16,39,3,47,42,1,4,23
958,117,0.9987,48,41,15,49,48,6,5,3,46,33,10,35,3,49,45,1,3,34
959,104,1.405,49,45,10,47,49,5,15,3,42,48,15,41,3,49,41,3,3,34
960,116,1.1848,49,46,16,40,49,6,11,4,44,32,13,43,4,47,44,1,3,30
961,57,0.847,48,42,15,43,46,1,1,3,47,46,18,44,3,49,46,2,3,34
962,52,0.5541,40,41,17,49,49,4,3,4,37,47,12,34,4,49,45,3,3,39
963,137,1.6408,46,41,17,49,49,3,7,4,42,45,17,30,2,48,44,2,3,25
964,219,2.4101,49,44,16,49,48,3,12,3,42,47,13,44,3,48,43,1,3,31
965,98,1.1131,49,42,20,49,49,2,9,4,49,47,13,43,3,48,43,3,3,32
966,87,1.12,48,45,19,49,49,1,19,4,41,39,13,35,3,49,38,6,3,34
967,84,0.8465,49,41,16,40,49,8,3,4,38,43,19,30,3,48,49,1,2,29
968,163,1.7074,43,42,17,43,48,3,4,4,43,48,14,37,3,44,40,2,2,37
969,65,0.3107,45,49,19,41,49,10,20,4,41,36,7,39,3,49,47,2,3,30
970,108,0.7528,49,49,15,48,46,9,11,3,45,46,8,39,3,49,39,1,3,28
971,42,0.3435,49,47,21,45,48,4,14,4,49,44,10,37,3,49,44,3,3,26
972,94,1.0033,49,46,18,49,49,4,8,4,38,36,5,37,3,46,48,1,2,26
973,128,1.8393,48,43,14,48,49,3,6,4,48,42,19,36,3,49,49,3,3,31
974,142,1.5331,49,49,14,48,48,1,12,4,49,34,9,32,3,47,36,2,4,33
975,72,1.2039,49,42,19,49,49,2,7,4,48,43,11,38,2,49,48,4,3,28
976,100,1.4997,49,48,13,49,49,3,4,3,49,49,11,40,4,49,48,2,3,34
977,80,1.03,43,47,14,48,49,3,3,4,41,47,13,38,3,48,42,4,4,36
978,73,0.9246,46,38,17,40,47,3,8,4,43,49,13,42,3,48,49,4,3,17
979,56,0.3685,45,49,21,46,49,6,5,4,44,41,8,36,3,48,47,2,3,22
980,151,1.8831,49,38,22,49,49,1,13,4,43,44,17,38,3,49,41,3,3,30
981,83,0.4898,46,42,21,49,46,11,7,4,44,48,17,43,3,45,41,1,3,37
982,103,0.9702,43,42,23,47,48,4,10,3,46,42,15,40,3,42,43,1,3,36
983,86,0.9948,49,42,20,45,49,3,6,4,46,45,18,37,3,49,38,6,3,26
984,176,2.7409,49,44,17,39,49,3,12,4,48,42,16,33,3,49,34,1,3,36
985,36,0.2859,44,41,21,49,46,7,9,4,46,47,13,35,3,49,33,4,3,30
986,60,0.6446,41,49,17,47,49,3,8,4,45,42,15,45,3,49,40,4,3,27
987,81,0.8051,45,41,17,46,45,4,13,4,48,49,15,34,3,49,47,3,3,37
988,158,1.7365,47,43,15,47,48,2,2,4,46,44,15,31,3,47,38,2,2,43
989,53,0.6651,47,45,19,49,48,3,8,4,43,49,10,39,3,49,46,3,3,32
990,41,0.2798,47,42,21,45,48,6,4,4,42,48,16,40,3,49,39,6,3,25
991,71,0.5035,46,33,18,43,49,5,2,4,48,45,20,37,3,47,40,6,2,37
992,221,2.8445,49,41,16,48,49,3,10,4,46,42,13,39,3,49,40,1,4,29
993,104,1.1716,45,43,20,49,49,4,18,4,49,46,17,40,3,48,35,2,2,31
994,94,0.7865,48,48,14,49,49,5,7,3,47,48,14,36,3,48,49,3,3,33
995,173,2.4285,49,41,18,48,49,2,14,4,40,43,16,37,3,49,39,1,4,31
996,43,0.5269,43,48,15,49,47,6,11,3,41,43,7,39,3,49,44,3,3,34
997,115,0.9591,48,49,13,49,45,9,3,4,49,47,12,33,3,49,44,1,3,27
998,53,0.4745,46,49,16,49,48,7,12,4,48,49,11,43,3,48,35,3,3,33
999,141,1.9884,48,48,17,48,48,2,12,3,42,45,14,40,2,49,42,2,3,34
1000,245,3.847,49,45,14,44,49,1,7,4,44,46,11,38,3,49,47,1,3,27
1001,117,1.6346,46,42,9,46,49,6,6,4,45,47,16,39,3,49,44,1,3,32
1002,83,0.9793,45,47,16,43,49,2,22,4,40,46,13,38,3,49,43,3,3,32
1003,90,0.7619,48,43,15,45,49,8,5,4,43,39,14,40,3,49,40,1,3,34
1004,129,1.4949,49,47,17,49,49,4,5,4,46,49,20,33,3,49,38,3,3,35
1005,150,2.1523,49,47,21,49,44,3,17,4,45,41,17,42,3,49,42,2,4,29
1006,314,4.4306,49,39,19,49,49,1,9,4,49,40,13,38,3,49,38,1,3,32
1007,169,1.8966,49,49,20,45,49,3,10,3,42,41,16,28,3,49,46,1,4,28
1008,68,0.381,47,37,15,48,44,8,8,4,48,40,13,39,3,49,41,3,3,24
1009,127,1.5617,43,43,11,49,49,2,4,3,48,39,14,41,3,49,47,1,3,25
1010,238,3.2395,43,37,14,44,49,3,5,4,49,49,14,39,4,49,40,1,2,30
1011,73,0.802,45,49,21,49,49,3,10,4,48,38,10,44,3,49,43,2,3,31
1012,62,0.6128,48,45,14,49,49,4,5,4,39,47,11,36,4,49,37,3,3,30
1013,128,1.8121,49,49,13,46,49,2,7,4,42,44,15,33,3,46,39,2,3,35
